id,num_orders
1017495,220
1395634,215
1007493,131
1042952,65
1022147,45
1191480,140
1082166,213
1340029,195
1423809,167
1153607,129
1294127,247
1170433,216
1337067,465
1257946,285
1367872,19
1097858,15
1296621,14
1475856,18
1418651,286
1171489,307
1310496,105
1072141,14
1000175,112
1030833,119
1035019,115
1400067,114
1323793,138
1117043,176
1427878,15
1402285,16
1203595,23
1046236,19
1040200,27
1130926,31
1435879,201
1186747,164
1222546,213
1173704,1202
1150262,837
1162367,309
1381944,135
1173322,672
1436507,724
1199417,867
1398388,120
1314901,119
1030703,158
1213106,1155
1279059,994
1234679,1161
1220169,124
1348054,110
1298386,104
1356911,171
1024898,163
1067308,36
1283450,61
1476093,112
1097384,591
1474600,611
1238146,223
1132059,40
1099490,43
1021323,94
1360546,127
1229505,155
1233076,177
1064472,144
1428591,124
1492725,208
1128598,422
1086258,527
1009310,49
1100569,45
1187935,177
1179334,319
1372563,233
1478645,203
1316847,118
1096939,508
1302412,495
1368222,300
1169543,1410
1096145,856
1429586,421
1359502,43
1391246,186
1176513,168
1145233,693
1125866,878
1049048,705
1233517,113
1352286,162
1321645,209
1403512,934
1106740,1669
1451572,833
1049597,79
1304225,75
1315258,78
1360945,153
1138634,75
1011967,50
1446743,51
1428644,726
1292567,482
1048330,253
1317488,25
1169315,26
1315420,24
1028044,425
1003216,291
1440639,466
1335205,203
1162960,71
1422766,64
1243341,259
1280799,307
1030293,344
1166795,42
1424421,170
1047215,214
1235409,160
1440476,48
1248879,63
1123829,53
1445118,329
1305190,530
1274749,322
1070172,600
1063190,542
1084273,197
1050493,34
1315432,147
1124159,126
1257521,269
1109211,454
1156484,401
1009748,114
1470010,174
1307005,157
1249277,670
1214479,1029
1423404,412
1334477,54
1104322,53
1156147,43
1428249,57
1160044,154
1422308,118
1474798,44
1467449,52
1285337,360
1021683,561
1370910,236
1226363,29
1435563,38
1372536,25
1272927,245
1274116,279
1081512,346
1127591,43
1446529,32
1091587,38
1307309,87
1228868,70
1465479,157
1152904,35
1260950,59
1141025,35
1497804,271
1054956,357
1294783,198
1345905,236
1072182,305
1078340,76
1277117,36
1245775,123
1164717,58
1104544,183
1347942,295
1267776,301
1052513,117
1377306,155
1300236,140
1327995,757
1309899,670
1306531,411
1291902,60
1429826,54
1477142,51
1432807,47
1119705,89
1141165,50
1324337,31
1453957,46
1111031,51
1437172,314
1143707,573
1284989,306
1268085,22
1285847,21
1237233,314
1151682,347
1179211,508
1085300,33
1148044,32
1481322,27
1393413,53
1422438,49
1019429,76
1370378,29
1005818,67
1471334,47
1264682,278
1042908,329
1319029,250
1482313,2171
1100960,1558
1331087,571
1255935,93
1269663,504
1485095,235
1207666,884
1336670,1107
1076458,1689
1294448,119
1451929,141
1090710,256
1466213,1890
1252897,3404
1054411,2007
1334202,257
1420624,352
1299748,161
1050577,233
1003146,282
1186366,157
1299187,79
1257847,142
1090513,141
1204770,1037
1347257,880
1307458,405
1480370,61
1387262,67
1208500,56
1105623,547
1182010,580
1139003,662
1235992,207
1377369,218
1428129,161
1459531,278
1345240,507
1110873,752
1129302,86
1499766,109
1314330,171
1383602,350
1407783,603
1068577,345
1442645,119
1332240,210
1287771,128
1390735,559
1103351,547
1085790,545
1457854,989
1490769,676
1174122,220
1109760,32
1481973,139
1099975,92
1266166,339
1429005,448
1092857,546
1328993,96
1337801,139
1415339,158
1472609,646
1178654,1051
1023969,810
1457937,56
1149843,100
1238318,73
1083141,24
1130238,42
1203380,38
1459327,520
1468412,323
1109692,175
1225840,24
1129491,23
1128434,197
1497027,389
1452201,357
1072355,49
1278232,38
1110496,223
1455641,286
1125829,375
1085323,27
1067240,80
1417061,111
1107861,78
1011538,35
1118657,61
1057521,41
1071582,179
1258241,393
1379300,167
1343336,1403
1063591,928
1288235,491
1371194,80
1472501,313
1057215,179
1187533,706
1138270,916
1444111,1493
1328442,164
1289478,119
1189027,214
1329200,1224
1049324,2563
1365705,1673
1276725,119
1335813,131
1462058,83
1032143,179
1421723,200
1013896,107
1124792,50
1495503,110
1013729,90
1363397,753
1400883,948
1018311,386
1283352,45
1367164,37
1318445,44
1202301,461
1147353,576
1225180,517
1230986,139
1115858,133
1181225,122
1383082,278
1212300,377
1026011,571
1122393,51
1277143,49
1000457,53
1015839,265
1178924,360
1045255,266
1322618,79
1338677,159
1278802,99
1237588,551
1136591,630
1312543,498
1293923,293
1085979,232
1450405,106
1122927,33
1155317,90
1424140,50
1169946,150
1447017,297
1339537,274
1476118,102
1182483,139
1345619,133
1363401,655
1362352,688
1413573,348
1108701,54
1404781,50
1146703,47
1232820,33
1248442,73
1450189,38
1431837,40
1404894,42
1430545,289
1109670,613
1359994,266
1064650,343
1172685,331
1097558,415
1037433,30
1431990,29
1204941,32
1060869,48
1463992,32
1276061,61
1481900,35
1211747,172
1456011,230
1039876,207
1390005,242
1498206,182
1445431,51
1445529,24
1001909,142
1455996,43
1057786,102
1260840,248
1081613,202
1493886,87
1437955,89
1125832,103
1171053,985
1498541,438
1105186,333
1470739,45
1016507,24
1338543,33
1158548,64
1442971,55
1059472,34
1044610,30
1184317,254
1026995,365
1198721,205
1403416,18
1315781,245
1067800,247
1454966,309
1175991,31
1412113,26
1042845,42
1419359,31
1449779,44
1007414,31
1227179,136
1376569,166
1498139,133
1357148,358
1213464,561
1473602,192
1467965,68
1072168,151
1443891,113
1404100,228
1479067,374
1285431,393
1290253,87
1174485,60
1345951,79
1096059,1545
1118840,1461
1357558,736
1148546,118
1119323,113
1209014,97
1474755,159
1093094,212
1251924,258
1275469,46
1203962,89
1302689,101
1476651,479
1454814,753
1301874,342
1481919,42
1198012,41
1293382,41
1189477,230
1486031,329
1165152,423
1381523,41
1453942,40
1160321,38
1484038,160
1089864,125
1493048,190
1132200,89
1420045,213
1203649,114
1411456,393
1414919,386
1319479,240
1289336,74
1122400,104
1143380,33
1346339,21
1468393,38
1354510,30
1052420,149
1102511,264
1386526,196
1087273,77
1465709,122
1153214,123
1022813,299
1209899,431
1033965,216
1429956,26
1161741,22
1116585,25
1423874,136
1068388,570
1417702,185
1314353,273
1128017,248
1015104,256
1378504,24
1057086,36
1165023,27
1381217,244
1420792,268
1276733,167
1292459,177
1429807,180
1199210,62
1363548,23
1329553,72
1034440,49
1280166,174
1414880,187
1161658,139
1081396,66
1309222,104
1301617,78
1319843,205
1181546,405
1160533,203
1194329,42
1385776,40
1340454,15
1109312,22
1363155,22
1035818,99
1122765,115
1087710,82
1258350,17
1380085,17
1223261,15
1207248,151
1325524,111
1350822,205
1319615,19
1134588,28
1039443,23
1332452,28
1043324,25
1134674,28
1216385,101
1074873,124
1392742,68
1285078,1086
1397573,542
1335214,293
1309846,31
1054601,127
1275409,101
1383912,369
1037822,545
1499983,676
1066495,105
1193743,152
1226874,235
1198483,1008
1417259,1282
1270343,969
1174483,68
1123501,72
1445052,57
1496365,34
1150876,83
1013646,56
1417209,31
1381644,47
1371601,45
1356626,570
1468480,435
1174292,442
1196159,22
1093495,22
1308069,184
1135790,246
1082261,280
1057897,104
1181456,99
1043559,93
1049260,242
1242423,298
1377886,463
1440545,31
1419386,25
1087133,83
1494398,148
1297049,76
1448589,36
1351541,61
1092558,230
1229032,245
1002297,204
1209663,713
1078249,526
1203102,184
1285100,28
1499678,130
1070944,90
1045163,322
1460041,389
1007702,289
1088735,144
1049090,147
1465121,243
1316575,506
1305371,688
1282990,478
1370381,26
1004381,21
1283510,29
1002093,18
1388367,27
1054228,24
1261041,456
1333485,446
1259813,193
1188266,16
1366739,86
1411111,15
1218575,158
1416016,33
1324248,27
1019178,30
1432768,273
1422963,313
1192098,324
1477636,20
1376515,20
1024753,22
1097050,33
1435194,40
1318931,33
1105665,42
1176946,31
1280534,498
1382205,323
1028284,413
1353866,280
1235263,272
